"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"2025-03-28 20:36:01.522549 UTC","2460763.3583509554 JD UTC"
"2025-04-25 07:23:56.986989 UTC","2460790.8082984607 JD UTC"
"2025-05-22 16:25:40.957732 UTC","2460818.1845018260 JD UTC"
"2025-06-18 23:07:56.627591 UTC","2460845.4638498565 JD UTC"
"2025-07-16 04:32:24.915133 UTC","2460872.6891772584 JD UTC"
"2025-08-12 10:33:04.165325 UTC","2460899.9396315430 JD UTC"
"2025-09-08 18:37:16.735292 UTC","2460927.2758881400 JD UTC"
"2025-10-06 04:48:01.335961 UTC","2460954.7000154625 JD UTC"
"2025-11-02 15:39:30.034866 UTC","2460982.1524309590 JD UTC"
"2025-11-30 01:07:05.661318 UTC","2461009.5465933024 JD UTC"
"2025-12-27 08:01:54.755426 UTC","2461036.8346615210 JD UTC"
"2026-01-23 13:25:51.982265 UTC","2461064.0596294245 JD UTC"
"2026-02-19 19:39:15.023926 UTC","2461091.3189238883 JD UTC"
"2026-03-19 04:03:08.022232 UTC","2461118.6688428500 JD UTC"
"2026-04-15 14:04:03.313779 UTC","2461146.0861494650 JD UTC"
"2026-05-13 00:03:49.254849 UTC","2461173.5026534125 JD UTC"
"2026-06-09 08:33:34.009361 UTC","2461200.8566436270 JD UTC"
"2026-07-06 15:07:18.790057 UTC","2461228.1300785886 JD UTC"
"2026-08-02 20:37:03.830637 UTC","2461255.3590721140 JD UTC"
"2026-08-30 02:38:01.157960 UTC","2461282.6097356244 JD UTC"
"2026-09-26 10:23:21.083983 UTC","2461309.9328829166 JD UTC"
"2026-10-23 19:53:45.679306 UTC","2461337.3290009177 JD UTC"
"2026-11-20 05:52:27.990429 UTC","2461364.7447684077 JD UTC"
"2026-12-17 14:34:38.509402 UTC","2461392.1073901550 JD UTC"
"2027-01-13 21:13:54.739313 UTC","2461419.3846613346 JD UTC"
"2027-02-10 02:48:58.135151 UTC","2461446.6173395272 JD UTC"
"2027-03-09 09:02:53.069776 UTC","2461473.8770031226 JD UTC"
"2027-04-05 16:48:40.929738 UTC","2461501.2004737240 JD UTC"
"2027-05-03 01:43:05.370960 UTC","2461528.5715899416 JD UTC"
"2027-05-30 10:39:40.258281 UTC","2461555.9442159524 JD UTC"
"2027-06-26 18:35:44.264447 UTC","2461583.2748178756 JD UTC"
"2027-07-24 01:09:48.558275 UTC","2461610.5484786840 JD UTC"
"2027-08-20 06:54:47.641570 UTC","2461637.7880514070 JD UTC"
"2027-09-16 12:56:43.769609 UTC","2461665.0393954820 JD UTC"
"2027-10-13 20:10:02.730086 UTC","2461692.3403093760 JD UTC"
"2027-11-10 04:38:48.711984 UTC","2461719.6936193520 JD UTC"
"2027-12-07 13:30:53.988316 UTC","2461747.0631248650 JD UTC"
"2028-01-03 21:35:52.088248 UTC","2461774.3999084290 JD UTC"
"2028-01-31 04:22:58.974728 UTC","2461801.6826270223 JD UTC"
"2028-02-27 10:22:29.482546 UTC","2461828.9322856776 JD UTC"
"2028-03-25 16:30:57.287937 UTC","2461856.1881630546 JD UTC"
"2028-04-21 23:27:03.751555 UTC","2461883.4771267540 JD UTC"
"2028-05-19 07:12:58.586401 UTC","2461910.8006780830 JD UTC"
"2028-06-15 15:19:17.430978 UTC","2461938.1383961920 JD UTC"
"2028-07-12 23:04:49.743318 UTC","2461965.4616868440 JD UTC"
"2028-08-09 06:02:14.553854 UTC","2461992.7515573360 JD UTC"
"2028-09-05 12:15:35.922259 UTC","2462020.0108324336 JD UTC"
"2028-10-02 18:18:22.116397 UTC","2462047.2627559770 JD UTC"
"2028-10-30 00:52:14.134088 UTC","2462074.5362747000 JD UTC"
"2028-11-26 08:19:56.046959 UTC","2462101.8471764694 JD UTC"
"2028-12-23 16:29:09.250151 UTC","2462129.1869126176 JD UTC"
"2029-01-20 00:39:08.828229 UTC","2462156.5271855120 JD UTC"
"2029-02-16 08:07:38.660170 UTC","2462183.8386419000 JD UTC"
"2029-03-15 14:39:48.146995 UTC","2462211.1109739235 JD UTC"
"2029-04-11 20:38:41.243243 UTC","2462238.3601995744 JD UTC"
"2029-05-09 02:50:01.770202 UTC","2462265.6180760440 JD UTC"
"2029-06-05 09:50:49.888092 UTC","2462292.9102996310 JD UTC"
"2029-07-02 17:43:44.783131 UTC","2462320.2387127676 JD UTC"
"2029-07-30 01:56:15.506251 UTC","2462347.5807350260 JD UTC"
"2029-08-26 09:43:13.166795 UTC","2462374.9050135044 JD UTC"
"2029-09-22 16:35:26.525760 UTC","2462402.1912792334 JD UTC"
"2029-10-19 22:39:08.530961 UTC","2462429.4438487380 JD UTC"
"2029-11-16 04:38:09.118229 UTC","2462456.6931610910 JD UTC"
"2029-12-13 11:31:30.045777 UTC","2462483.9802088630 JD UTC"
"2030-01-09 19:47:11.797108 UTC","2462511.3244420960 JD UTC"
"2030-02-06 04:48:28.941237 UTC","2462538.7003349680 JD UTC"
"2030-03-05 13:18:15.592658 UTC","2462566.0543471375 JD UTC"
"2030-04-01 20:22:45.126979 UTC","2462593.3491334140 JD UTC"
"2030-04-29 02:13:41.950265 UTC","2462620.5928466464 JD UTC"
"2030-05-26 07:57:53.685352 UTC","2462647.8318713580 JD UTC"
"2030-06-22 14:45:56.065406 UTC","2462675.1152322385 JD UTC"
"2030-07-19 23:01:30.003999 UTC","2462702.4593750460 JD UTC"
"2030-08-16 08:09:04.602437 UTC","2462729.8396366024 JD UTC"
"2030-09-12 16:59:51.745357 UTC","2462757.2082377933 JD UTC"
"2030-10-10 00:33:08.137841 UTC","2462784.5230108546 JD UTC"
"2030-11-06 06:37:36.727020 UTC","2462811.7761195255 JD UTC"
"2030-12-03 12:15:01.552294 UTC","2462839.0104346330 JD UTC"
"2030-12-30 19:07:50.659713 UTC","2462866.2971141170 JD UTC"
"2031-01-27 04:07:00.312749 UTC","2462893.6715313974 JD UTC"
"2031-02-23 14:16:11.812111 UTC","2462921.0945811590 JD UTC"
"2031-03-22 23:43:04.859430 UTC","2462948.4882506877 JD UTC"
"2031-04-19 07:12:41.154078 UTC","2462975.8004763206 JD UTC"
"2031-05-16 12:59:42.882221 UTC","2463003.0414685444 JD UTC"
"2031-06-12 18:33:04.433623 UTC","2463030.2729679816 JD UTC"
"2031-07-10 01:28:24.481824 UTC","2463057.5613944656 JD UTC"
"2031-08-06 10:21:08.080120 UTC","2463084.9313435200 JD UTC"
"2031-09-02 20:28:26.763573 UTC","2463112.3530875410 JD UTC"
"2031-09-30 06:18:42.294449 UTC","2463139.7629895190 JD UTC"
"2031-10-27 14:24:49.637074 UTC","2463167.1005745030 JD UTC"
"2031-11-23 20:28:04.888528 UTC","2463194.3528343580 JD UTC"
"2031-12-21 01:56:48.886111 UTC","2463221.5811213670 JD UTC"
"2032-01-17 09:07:59.400192 UTC","2463248.8805486130 JD UTC"
"2032-02-13 18:53:59.417934 UTC","2463276.2874932630 JD UTC"
"2032-03-12 05:54:26.362262 UTC","2463303.7461384520 JD UTC"
"2032-04-08 15:57:06.348602 UTC","2463331.1646568123 JD UTC"
"2032-05-05 23:40:56.082637 UTC","2463358.4867602160 JD UTC"
"2032-06-02 05:26:41.889697 UTC","2463385.7268737233 JD UTC"
"2032-06-29 10:57:29.736327 UTC","2463412.9565941705 JD UTC"
"2032-07-26 18:03:17.888824 UTC","2463440.2522903797 JD UTC"
"2032-08-23 03:25:51.246157 UTC","2463467.6429542378 JD UTC"
"2032-09-19 14:16:22.414472 UTC","2463495.0947038713 JD UTC"
"2032-10-17 00:45:39.402581 UTC","2463522.5317060480 JD UTC"
"2032-11-13 09:08:20.413075 UTC","2463549.8807918180 JD UTC"
"2032-12-10 15:07:15.392044 UTC","2463577.1300392600 JD UTC"
"2033-01-06 20:35:22.976052 UTC","2463604.3579048156 JD UTC"
"2033-02-03 04:04:08.337829 UTC","2463631.6695409473 JD UTC"
"2033-03-02 14:14:06.716713 UTC","2463659.0931332954 JD UTC"
"2033-03-30 01:31:31.663195 UTC","2463686.5635609166 JD UTC"
"2033-04-26 11:42:12.291957 UTC","2463713.9876422680 JD UTC"
"2033-05-23 19:28:05.224227 UTC","2463741.3111715770 JD UTC"
"2033-06-20 01:13:07.849300 UTC","2463768.5507852930 JD UTC"
"2033-07-17 06:43:49.856736 UTC","2463795.7804381570 JD UTC"
"2033-08-13 13:53:48.437096 UTC","2463823.0790328370 JD UTC"
"2033-09-09 23:27:03.397887 UTC","2463850.4771226607 JD UTC"
"2033-10-07 10:31:46.344316 UTC","2463877.9387308370 JD UTC"
"2033-11-03 21:09:13.401919 UTC","2463905.3814051147 JD UTC"
"2033-12-01 05:27:30.429157 UTC","2463932.7274355227 JD UTC"
"2033-12-28 11:19:02.258645 UTC","2463959.9715539194 JD UTC"
"2034-01-24 16:50:23.638690 UTC","2463987.2016624850 JD UTC"
"2034-02-21 00:24:49.088877 UTC","2464014.5172348250 JD UTC"
"2034-03-20 10:26:51.012360 UTC","2464041.9353126430 JD UTC"
"2034-04-16 21:23:46.335221 UTC","2464069.3915085094 JD UTC"
"2034-05-14 07:14:07.541364 UTC","2464096.8014761730 JD UTC"
"2034-06-10 14:49:13.040704 UTC","2464124.1175120450 JD UTC"
"2034-07-07 20:33:03.593567 UTC","2464151.3562915920 JD UTC"
"2034-08-04 02:05:05.280046 UTC","2464178.5868666670 JD UTC"
"2034-08-31 09:11:20.716113 UTC","2464205.8828786590 JD UTC"
"2034-09-27 18:32:39.452719 UTC","2464233.2726788507 JD UTC"
"2034-10-25 05:16:58.967293 UTC","2464260.7201269360 JD UTC"
"2034-11-21 15:27:11.996109 UTC","2464288.1438888437 JD UTC"
"2034-12-18 23:21:00.864951 UTC","2464315.4729266777 JD UTC"
"2035-01-15 05:06:06.079327 UTC","2464342.7125703627 JD UTC"
"2035-02-11 10:44:11.737509 UTC","2464369.9473580730 JD UTC"
"2035-03-10 18:10:06.740002 UTC","2464397.2570224540 JD UTC"
"2035-04-07 03:34:07.626851 UTC","2464424.6486993846 JD UTC"
"2035-05-04 13:38:13.511973 UTC","2464452.0682119443 JD UTC"
"2035-05-31 22:45:29.219870 UTC","2464479.4482548595 JD UTC"
"2035-06-28 06:01:55.092748 UTC","2464506.7513320920 JD UTC"
"2035-07-25 11:48:09.279981 UTC","2464533.9917740740 JD UTC"
"2035-08-21 17:25:38.933242 UTC","2464561.2261450607 JD UTC"
"2035-09-18 00:21:16.942651 UTC","2464588.5147794290 JD UTC"
"2035-10-15 09:07:44.694656 UTC","2464615.8803784100 JD UTC"
"2035-11-11 18:58:25.421402 UTC","2464643.2905720070 JD UTC"
"2035-12-09 04:14:12.969621 UTC","2464670.6765390000 JD UTC"
"2036-01-05 11:38:51.211749 UTC","2464697.9853149510 JD UTC"
"2036-02-01 17:29:42.231600 UTC","2464725.2289610137 JD UTC"
"2036-02-28 23:18:42.358711 UTC","2464752.4713235963 JD UTC"
"2036-03-27 06:21:46.776859 UTC","2464779.7651247320 JD UTC"
"2036-04-23 14:45:18.987452 UTC","2464807.1148030953 JD UTC"
"2036-05-20 23:39:32.896648 UTC","2464834.4857974150 JD UTC"
"2036-06-17 07:59:39.434831 UTC","2464861.8330953107 JD UTC"
"2036-07-14 15:05:52.187879 UTC","2464889.1290762485 JD UTC"
"2036-08-10 21:07:20.122796 UTC","2464916.3800940136 JD UTC"
"2036-09-07 02:56:23.761345 UTC","2464943.6224972378 JD UTC"
"2036-10-04 09:33:48.386780 UTC","2464970.8984766990 JD UTC"
"2036-10-31 17:26:43.583994 UTC","2464998.2268933333 JD UTC"
"2036-11-28 02:07:43.057672 UTC","2465025.5886927973 JD UTC"
"2036-12-25 10:33:04.338928 UTC","2465052.9396335525 JD UTC"
"2037-01-21 17:53:20.216480 UTC","2465080.2453728760 JD UTC"
"2037-02-18 00:11:38.092164 UTC","2465107.5080797705 JD UTC"
"2037-03-17 06:12:11.676078 UTC","2465134.7584684733 JD UTC"
"2037-04-13 12:41:21.545017 UTC","2465162.0287215860 JD UTC"
"2037-05-10 19:59:47.310894 UTC","2465189.3331864686 JD UTC"
"2037-06-07 03:55:15.200678 UTC","2465216.6633703783 JD UTC"
"2037-07-04 11:52:39.951121 UTC","2465243.9949068420 JD UTC"
"2037-07-31 19:16:08.584678 UTC","2465271.3028771374 JD UTC"
"2037-08-28 01:51:44.927305 UTC","2465298.5776033252 JD UTC"
"2037-09-24 07:56:53.530564 UTC","2465325.8311751224 JD UTC"
"2037-10-21 14:10:02.102591 UTC","2465353.0903021134 JD UTC"
"2037-11-17 21:06:57.923553 UTC","2465380.3798370780 JD UTC"
"2037-12-15 04:57:14.722988 UTC","2465407.7064204050 JD UTC"
"2038-01-11 13:14:57.229389 UTC","2465435.0520512660 JD UTC"
"2038-02-07 21:13:00.626935 UTC","2465462.3840350340 JD UTC"
"2038-03-07 04:15:33.446192 UTC","2465489.6774704420 JD UTC"
"2038-04-03 10:24:46.073014 UTC","2465516.9338665856 JD UTC"
"2038-04-30 16:20:36.576619 UTC","2465544.1809788960 JD UTC"
"2038-05-27 22:52:50.594108 UTC","2465571.4533633576 JD UTC"
"2038-06-24 06:25:28.799717 UTC","2465598.7676944410 JD UTC"
"2038-07-21 14:40:44.545632 UTC","2465626.1116266856 JD UTC"
"2038-08-17 22:52:45.265408 UTC","2465653.4533016830 JD UTC"
"2038-09-14 06:17:30.139922 UTC","2465680.7621543970 JD UTC"
"2038-10-11 12:40:28.769441 UTC","2465708.0281107575 JD UTC"
"2038-11-07 18:30:43.912842 UTC","2465735.2713415837 JD UTC"
"2038-12-05 00:51:09.403729 UTC","2465762.5355255060 JD UTC"
"2039-01-01 08:35:32.886077 UTC","2465789.8580195150 JD UTC"
"2039-01-28 17:35:37.321238 UTC","2465817.2330708476 JD UTC"
"2039-02-25 02:38:38.542729 UTC","2465844.6101683187 JD UTC"
"2039-03-24 10:27:40.217366 UTC","2465871.9358821455 JD UTC"
"2039-04-20 16:43:38.212847 UTC","2465899.1969700563 JD UTC"
"2039-05-17 22:18:01.661653 UTC","2465926.4291858990 JD UTC"
"2039-06-14 04:32:07.887090 UTC","2465953.6889801747 JD UTC"
"2039-07-11 12:16:32.033352 UTC","2465981.0114818676 JD UTC"
"2039-08-07 21:18:35.476674 UTC","2466008.3879106096 JD UTC"
"2039-09-04 06:35:23.646054 UTC","2466035.7745792367 JD UTC"
"2039-10-01 14:53:03.878696 UTC","2466063.1201837813 JD UTC"
"2039-10-28 21:32:26.637603 UTC","2466090.3975305280 JD UTC"
"2039-11-25 03:06:55.151820 UTC","2466117.6298049977 JD UTC"
"2039-12-22 09:17:22.319736 UTC","2466144.8870638860 JD UTC"
"2040-01-18 17:31:27.550316 UTC","2466172.2301799804 JD UTC"
"2040-02-15 03:33:58.500613 UTC","2466199.6485937573 JD UTC"
"2040-03-13 13:39:27.477910 UTC","2466227.0690680314 JD UTC"
"2040-04-09 22:05:02.996354 UTC","2466254.4201735690 JD UTC"
"2040-05-07 04:26:51.837456 UTC","2466281.6853221930 JD UTC"
"2040-06-03 09:51:51.560709 UTC","2466308.9110134340 JD UTC"
"2040-06-30 16:05:30.847946 UTC","2466336.1704959255 JD UTC"
"2040-07-28 00:15:09.375678 UTC","2466363.5105251814 JD UTC"
"2040-08-24 10:08:14.792150 UTC","2466390.9223934277 JD UTC"
"2040-09-20 20:25:20.029649 UTC","2466418.3509262693 JD UTC"
"2040-10-18 05:26:45.157636 UTC","2466445.7269115467 JD UTC"
"2040-11-14 12:16:34.006772 UTC","2466473.0115047080 JD UTC"
"2040-12-11 17:41:55.446642 UTC","2466500.2374472990 JD UTC"
"2041-01-07 23:58:52.843418 UTC","2466527.4992227247 JD UTC"
"2041-02-04 08:49:02.190295 UTC","2466554.8673864617 JD UTC"
"2041-03-03 19:39:29.909766 UTC","2466582.3190961780 JD UTC"
"2041-03-31 06:23:45.699315 UTC","2466609.7665011496 JD UTC"
"2041-04-27 15:09:44.147532 UTC","2466637.1317609670 JD UTC"
"2041-05-24 21:35:13.305087 UTC","2466664.3994595497 JD UTC"
"2041-06-21 02:57:11.798108 UTC","2466691.6230532187 JD UTC"
"2041-07-18 09:14:31.029553 UTC","2466718.8850813606 JD UTC"
"2041-08-14 17:43:53.568351 UTC","2466746.2388144485 JD UTC"
"2041-09-11 04:12:30.443877 UTC","2466773.6753523597 JD UTC"
"2041-10-08 15:08:39.987883 UTC","2466801.1310183783 JD UTC"
"2041-11-05 00:33:56.498810 UTC","2466828.5235705880 JD UTC"
"2041-12-02 07:24:46.102311 UTC","2466855.8088669250 JD UTC"
"2041-12-29 12:45:26.055651 UTC","2466883.0315515700 JD UTC"
"2042-01-25 19:12:17.179606 UTC","2466910.3001988380 JD UTC"
"2042-02-22 04:22:07.418955 UTC","2466937.6820303120 JD UTC"
"2042-03-21 15:27:33.565897 UTC","2466965.1441384940 JD UTC"
"2042-04-18 02:18:23.668584 UTC","2466992.5961072750 JD UTC"
"2042-05-15 11:05:56.293937 UTC","2467019.9624571060 JD UTC"
"2042-06-11 17:31:00.122783 UTC","2467047.2298625320 JD UTC"
"2042-07-08 22:52:21.199440 UTC","2467074.4530231417 JD UTC"
"2042-08-05 05:10:49.225597 UTC","2467101.7158475183 JD UTC"
"2042-09-01 13:45:28.172391 UTC","2467129.0732427360 JD UTC"
"2042-09-29 00:23:23.421923 UTC","2467156.5162433092 JD UTC"
"2042-10-26 11:26:41.404204 UTC","2467183.9768681040 JD UTC"
"2042-11-22 20:48:53.123743 UTC","2467211.3672815250 JD UTC"
"2042-12-20 03:30:09.737092 UTC","2467238.6459460310 JD UTC"
"Kernels Used"
"pds/wgc/mk/ground_stations_v0018.tm"
"pds/wgc/mk/solar_system_v0054.tm"
"pds/wgc/mk/latest_lsk_v0004.tm"
